1,850.00,TRUE,TRUE,FALSE,920.13,10-11-12,Statement 10 TTF
2,999.99,TRUE,TRUE,FALSE,1028.36,10-28,Statement 10 TTF
3,1250.00,TRUE,TRUE,FALSE,1217.81,10-11-14-15-28,Statement 10 TTF
4,1499.99,TRUE,TRUE,FALSE,1380.18,10-11-14-17-18-28,Statement 10 TTF
5,2500.00,TRUE,TRUE,FALSE,2165.00,10-11-14-17-20-21-28,Statement 10 TTF
6,2500.01,TRUE,TRUE,FALSE,2029.70,10-11-14-17-20-23-24-28,Statement 10 TTF
7,850.01,TRUE,TRUE,FALSE,874.13,10-11-14-17-20-23-26-28,Statement 10 TTF
8,1000.00,TRUE,TRUE,FALSE,974.25,-,Statement 10 TTF
9,1250.01,TRUE,TRUE,FALSE,1150.17,-,Statement 10 TTF
10,1500.00,TRUE,TRUE,FALSE,1299.00,-,Statement 10 TTF
11,0.00,TRUE,TRUE,FALSE,0.00,-,Statement 10 TTF
12,20000.00,TRUE,TRUE,FALSE,16237.50,-,Statement 10 TTF
13,2500.00,TRUE,FALSE,FALSE,2706.25,-,Statement 10 TFF
14,2500.00,FALSE,TRUE,FALSE,2706.25,-,Statement 10 FTF
15,2500.00,FALSE,FALSE,TRUE,2706.25,-,Statement 10 FFT
16,2500.00,TRUE,FALSE,TRUE,2165.00,-,Statement 10 TFT
